firstlabel_group,prdlstReportNo,prdlstNm,prdkind,manufacture,seller,rawmtrl,allergy,nutrient,barcode,capacity,productGb,imgurl1,imgurl2,prdkindstate,rnum,group_rule,embedding_text
과자,19830415001184,오코노미야끼칩,과자,해태제과식품㈜청주공장/충청북도 청주시 흥덕구 공단로 48(복대동),알수없음,"밀가루(미국산),혼합식용유[팜올레인유(말레이시아산)59.98%,해바라기유(수입산)40%,토코페롤(혼합형)],복합조미식품[오코노미야끼맛시즈닝(무수결정포도당,어포맛분,지미베이스분,우스타소스분말,고화방지분당,합성착향료(오코노미야끼향,마요네즈)}],전분,증숙과자,변성전분,백설탕,조미가쓰오에기스,닭육수분말,냉동양파,산도조절제,치자황색소,팽창제,정제소금 *오징어문어추출물분말(오징어:국내산,문어:중국산)0.2%함유.","밀,대두,우유,오징어,새우,게,쇠고기,닭고기함유","1회 제공량 1봉지(65g) 1회 제공량당 함량 : 열량 370kcal, 탄수화물 36g 11%, 당류 8g, 단백질 3g 6%, 지방 24g 47%, 포화지방 8g 53%, 트랜스지방 0g, 콜레스테롤 0mg 0%, 나트륨 450mg 23%",알수없음,65g,식품,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001184/19830415001184-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001184/19830415001184-2.jpg,유탕처리제품,12792,품목유형: 과자,제품명: 오코노미야끼칩 | 카테고리: 과자
과자,19830415001180,해태 허니통통 콘포타쥬맛,과자,해태제과식품㈜청주공장/충청북도 청주시 흥덕구 공단로 48(복대동),알수없음,"밀가루(미국산),혼합식용유[팜올레인유(말레이시아산)59.98%,해바라기유(수입산)40%,토코페롤(혼합형)],증숙감자(국내산),전분,감자분말(미국산)복합조미식품[콘포타쥬맛시즈닝{고화방지분당,무수결정포도당,스위트콘파우더프리퍼레이션(스위트콘파우더(뉴질랜드산)),치킨엑기스분말엔,크림버터혼합분말,천연향신료(파슬리후레이크),아카시아꿀분말(아카시아꿀(국내산)}],찰옥수수알파전분,백설탕,과채가공품(냉동양파),정제소금,합성착향료(버터향),산도조절제,팽창제,향미증진제 ·감자[생물기준42%(국내산12%,미국산30%0],콘포타쥬맛시즈닝7%[스위트콘파우더(뉴질랜드산)0.49%,아카시아꿀(국내산)0.01%]함유","밀,우유,대두,닭고기,쇠고기함유","1회 제공량 1/4봉지(30g) 총 4회 제공량(130g) : 열량 170kcal, 탄수화물 15g 5%, 당류 2g, 단백질 1g 2%, 지방 12g 24%, 포화지방 3.9g 26%, 트랜스지방 0g, 콜레스테롤 0mg 0%, 나트륨 180mg 9% (%)는 1일 영양소 기준치에 대한 비율임",알수없음,130g,식품,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001180/19830415001180-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001180/19830415001180-2.jpg,유탕처리제품,12793,품목유형: 과자,제품명: 해태 허니통통 콘포타쥬맛 | 카테고리: 과자
과자,19830415001173,허니통통,과자,해태제과식품㈜청주공장/충청북도 청주시 흥덕구 공단로 48(복대동),해태제과식품㈜청주공장/충청북도 청주시 흥덕구 공단로 48(복대동),"통통파스타(스페인산)[밀가루(스페인산100%),전분,감자분말(독일산),찰옥수수알파전분,백설탕,정제소금,합성착향료(버터향),양파분말,산도조절제,팽창제,향미증진제],혼합식용유[팜올레인유(말레이시아산)59.98%,해바라기유(수입산)40%,토코페롤(혼합형)],복합조미식품[허니버터맛시즈닝C{백설탕,결정과당,탈지분유,버터혼합분말,효모추출물,천연향신료(파슬리후레이크),아카시아꿀분말(아카시아꿀(국내산)),합성감미료:수크랄로스}]","밀,대두,우유 함유","1회제공량 1/4봉지(30g)당 함량 총약4회 제공량(130g) 열량 160kcal, 탄수화물 17g 5%,당류 2g, 단백질 1g 2%,지방 10g 20%, 포화지방 3g 20%,트랜스지방 0g,콜레스테롤 0mg 0%,나트륨 150mg 8% *%영양소 기준치:1일 영양소 기준치에 대한 비율",알수없음,130g,식품,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001173/19830415001173-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001173/19830415001173-2.jpg,유탕처리제품,12794,품목유형: 과자,제품명: 허니통통 | 카테고리: 과자
과자,19830415001172,구운감자 허니치즈,과자,해태제과식품㈜청주공장/충청북도 청주시 흥덕구 공단로 48(복대동),알수없음,"전분가공품(감자전분 독일산,기타전분 태국산,설탕),식물성유지(팜유류 말레이시아산),복합조미식품[버터맛시즈닝(복합조미분,분말유크림,탈지분유,버터버드,식물성가수분해단백)],연성가공치즈(호주산),곡류가공품(밀),서류가공품(감자분말 덴마크산,전분,설탕,소금,유청분말),쇼트닝,전분,설탕,가공버터(우유,경화유),당류가공품,경성가공치즈(덴마크산),밀키페이스트,소금,아카시아꿀(국내산),합성착향료(조청향,크림치즈향,버터향),소맥단백,유화제(대두),구아검,아스파라기나아제,영양강화제,산도조절제 ·감자함량10%(생물함량기준),연성가공치즈4.8%,경성가공치즈0.7%,아카시아꿀0.4%",알수없음,"1회 제공량 1봉지(24g) 총 4회 제공량(96g) 1회 제공량당 함량 : 열량 125kcal, 탄수화물 17g 5%, 당류 4g, 단백질 1g미만 1%, 지방 6g 12%, 포화지방 2.9g 19%, 트랜스지방 0g, 콜레스테롤 0mg 0%, 나트륨 135mg 7% *()안의 수치는 1일 영양성분 기준치에 대한 비율임",알수없음,96g,식품,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001172/19830415001172-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001172/19830415001172-2.jpg,유처리제품,12795,품목유형: 과자,제품명: 구운감자 허니치즈 | 카테고리: 과자
과자,19830415001171,롤리폴리바닐라,과자,해태제과식품㈜ 청주공장/충청북도 청주시 흥덕구 공단로 48(복대동),알수없음,"알파바닐라크림[포도당,가공유지(말레이시아산),전지분유,우유,수입산),백설탕,가공유지2(정제가공유(팜핵에스테르화유,팜경화에스테르화유,팜스테아린에스테르화유),글리세린지방산에스테르,천연바닐라추출물(미국산),밀가루(밀,미국산),백설탕,분말·결정포도당,당류가공품,땅콩버터(땅콩),두류가공품,전란분(계란),정제소금,유화제(대두),합성착향료(바닐라향) ·천연바닐라추출물 0.04%",알수없음,"1회 제공량 3봉지(29g) 총 2회 제공량(58g) 1회 제공량당 함량: 열량 140kcal, 탄수화물 20g (6%)·당류 13g, 단백질 2g (4%),지방 6g (12%)·포화지방 3.2g (21%)·트랜스지방 0g,콜레스테롤 5mg미만 (1%),나트륨 25mg (1%) *( )안의 수치는 1일 영양소기준치에 대한 비율임",8801019311338,58g,식품,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001171/19830415001171-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001171/19830415001171-2.jpg,알수없음,12796,품목유형: 과자,제품명: 롤리폴리바닐라 | 카테고리: 과자
과자,19830415001170,해태허니통통,과자,해태제과식품㈜청주공장/충청북도 청주시 흥덕구 공단로 48(복대동),해태제과식품㈜청주공장/충청북도 청주시 흥덕구 공단로 48(복대동),"통통파스타(스페인산)[밀가루(스페인산100%),전분,감자분말(독일산),찰옥수수알파전분,백설탕,정제소금,합성착향료(버터향),양파분말,산도조절제,팽창제,향미증진제],혼합식용유[팜올레인유(말레이시아산)59.98%,해바라기유(수입산)40%,토코페롤(혼합형)],복합조미식품[허니버터맛시즈닝C{백설탕,결정과당,탈지분유,버터혼합분말,효모추출물,천연향신료(파슬리후레이크),아카시아꿀분말(아카시아꿀(국내산)),합성감미료:수크랄로스}]","밀,대두,우유 함유","1회제공량 1/4봉지(30g)당 함량 총약4회 제공량(130g) 열량 160kcal, 탄수화물 17g 5%,당류 2g, 단백질 1g 2%,지방 10g 20%, 포화지방 3g 20%,트랜스지방 0g,콜레스테롤 0mg 0%,나트륨 150mg 8% *%영양소 기준치:1일 영양소 기준치에 대한 비율",알수없음,130g,식품,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001170/19830415001170-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001170/19830415001170-2.jpg,유탕처리제품,12797,품목유형: 과자,제품명: 해태허니통통 | 카테고리: 과자
과자,19830415001169,허니콘팝,과자,해태제과식품㈜ 청주공장/충청북도 청주시 흥덕구 공단로 48(복대동),알수없음,"옥수수(호주산),고올레산해바라기유(아르헨티나산),복합조미식품{스위트테이스트시즈닝[백설탕,정제소금,유청분말,효모추출물,말토덱스트린,합성감미료:수크랄로스}],합성착향료(슈가향,옥수수향),정제소금,아카시아꿀분말(아카시아꿀(국내산)),레시틴 ·옥수수(호주산)76%,아카시아꿀(국내산)0.01%함유","우유,대두 함유",알수없음,8801019606960,130g(605kcal),식품,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001169/19830415001169-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001169/19830415001169-2.jpg,유처리제품,12798,품목유형: 과자,제품명: 허니콘팝 | 카테고리: 과자
과자,19830415001166,해태통통 치즈소세지맛,과자,해태제과식품㈜ 청주공장/충청북도 청주시 흥덕구 공단로 48(복대동),알수없음,"밀가루(미국산),혼합식용유[팜올레인유(말레이시아산)59.98%,해바라기유(수입산)40%,토코페롤(혼합형)],전분,복합조미식품[치즈소세지맛시즈닝(백설탕,정제소금,유청분말,덱스트린,효모추출분말)],백설탕,닭육수분말,냉동양파,치킨엑기스,치자황색소,산도조절제,팽창제,파프리카추출색소,정제소금 ·치즈분말0.01%(미국산,덴마크산),소세지분말(돼지고기,국산)0.01%함유","밀,대두,우유,토마토,돼지고기 함유","1회 제공량 1/5봉지(30g) 총 약 5회 제공량(160g) 1회 제공량 당 함량 %영양성분 기준치 열량 175kcal, 탄수화물 17g 5%,당류 2g,단백질 2g 4%,지방 11g 22%, 포화지방 3.1g 21%,트랜스지방 0g,콜레스테롤 0mg 0%,나트륨 210mg 11% *%영양성분 기준치:1일 영양성분 기준치에 대한 비율",8801019607356,160g,식품,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001166/19830415001166-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001166/19830415001166-2.jpg,유탕처리제품,12799,품목유형: 과자,제품명: 해태통통 치즈소세지맛 | 카테고리: 과자
과자,19830415001163,칸츄리콘 콘버터맛,과자,해태제과식품㈜청주공장/충청북도 청주시 흥덕구 공단로 48(복대동),해태제과식품㈜청주공장/충청북도 청주시 흥덕구 공단로 48(복대동),"옥수수가루(수입산),혼합식용유[팜올레인유(말레이시아산)60%,카놀라유(호주산)39.98%,토코페롤(혼합형)],전분,복합조미식품[콘버터맛시즈닝(콘버터맛베이스,미립당,고화방지분당,유청분말,정제염분말)(대두,우유)],밀가루(밀),백설탕,정제소금,산도조절제,말티톨시럽,마아가린,치자황색소,팽창제,향미증진제",알수없음,"1회제공량 1/3봉지(30g)당 함량 총 3회 제공량(90g) 열량 185kcal, 탄수화물 18g 6%,당류 2g, 단백질 1g 2%,지방 12g 24%, 포화지방 3.8g 25%,트랜스지방 0g,콜레스테롤 0mg 0%,나트륨 95mg 5% *(%)영양소 기준치:1일 영양소 기준치에 대한 비율임",알수없음,90g,식품,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001163/19830415001163-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001163/19830415001163-2.jpg,유탕처리제품,12800,품목유형: 과자,제품명: 칸츄리콘 콘버터맛 | 카테고리: 과자
과자,19830415001161,하바네로 떡볶이연구소,과자,해태제과식품㈜청주공장/충청북도 청주시 흥덕구 공단로 48(복대동),㈜이마트 서울시 성동구 뚝섬로 377(성수동 2가) (02)-380-5678,"밀가루(미국산,밀),갈색설탕,혼합식용유[팜올레인유(말레이시아산)59.98%,해바라기유(수입산)40%,토코페롤(혼합형)],물엿,복합조미식품[떡볶이맛시즈닝-에이치티(HT)<설탕,볶음고추장분말,쇠고기고추장볶음-에스,비프스테이크시즈닝에스,양파분말,하바네로스타일핫페퍼올레오레진(멕시코산)><대두>],쌀가루,고추장,말티톨시럽,정제소금,파프리카추출색소,산도조절제,천연향신료(파슬리후레이크),합성착향료(크렉카향,훈연향),향미증진제",알수없음,"1회제공량 1/9봉(30g) 총약 9회 제공량(275g) 1회제공량당 함량 *%영양소 기준치 열량 155kcal (1,420kcal), 탄수화물 20g 6%(179g 54%),당류 10g(96g), 단백질 1g 2%(9g 16%),지방 8g 16%(74g 145%), 포화지방 2.6g 17%(24g 160%),트랜스지방 0g(0g),콜레스테롤 0mg 0%(0mg 0%),나트륨 150mg 8%(1,370mg 69%) *%영양소 기준치:1일 영양소 기준치에 대한 비율임",8801019606731,"275g(1,420kcal)",식품,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001161/19830415001161-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001161/19830415001161-2.jpg,유탕처리제품,12801,품목유형: 과자,제품명: 하바네로 떡볶이연구소 | 카테고리: 과자
과자,19830415001153,구운감자컵,과자,해태제과식품㈜ 청주공장/충북 청주시 흥덕구 복대동 100-8,알수없음,"전분가공품(감자전분,독일산,기타전분,태국산,설탕),식물성유지팜유류(말레이시아산),서류가공품(감자분말,덴마크산,전분,설탕,소금,유청분말,마아가린(우유),곡류가공품(밀),쇼트닝,전분,당류가공품1,설탕,소금,유화제(대두),당류가공품2,밀키페이스트,소맥단백,감자향-P(합성착향료(감자향),유당,포도당,감자전분),기타가공품(크림농축분말),향미유,구아검,영양강화제,산도조절제,아스파라기니아제",알수없음,"1회 제공량 과자1컵&케첩(49g) 총 1회 제공량(과자1컵&케첩,49g) 함량: 열량 210kcal, 탄수화물 31g (9%)·당류 3g, 단백질 1g미만 (1%),지방 9g (18%)·포화지방 3.9g (26%)·트랜스지방 0g,콜레스테롤 0mg (0%),나트륨 410mg (21%) *( )안의 수치는 1일 영양소기준치에 대한 비율임",8801019308628,49g,식품,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001153/19830415001153-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001153/19830415001153-2.jpg,유처리제품,12802,품목유형: 과자,제품명: 구운감자컵 | 카테고리: 과자
과자,19830415001151,해태맛동산,과자,해태제과식품㈜청주공장/충청북도 청주시 흥덕구 공단로 48(복대동),알수없음,"밀가루(미국산),혼합식용유[옥베유{외국산(러시아,헝가리,세르비아등)}94.99%,고올레산해바라기유(아르헨티나산)5%,올레오레진로즈메리,토코페롤(혼합형)],갈색설탕,물엿,견과류가공품{땅콩(중국산)},곡류가공품,난백액,D-소르비톨,밀키페이스트,이스트,기타가공품(가공탈지분),쇼트닝,난황액,정제소금,산도조절제,효소제제,기타가공품(유산균)","밀,대두,땅콩,난황(계란),우유 함유","1회제공량 1봉지(85g)당 함량 총1회 제공량(85g) : 열량 430kcal,탄수화물53g 16%,당류19g, 단백질7g 13%, 지방21g 41%, 포화지방4.8g 32%, 트랜지방 0g, 콜레스테롤0mg 0%, 나트륨 55mg 3%   ",8801019603419,85g(430kcal),식품,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001151/19830415001151-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001151/19830415001151-2.jpg,유탕처리제품,12803,품목유형: 과자,제품명: 해태맛동산 | 카테고리: 과자
과자,19830415001144,해태웨하스크림미니웨하스,과자,해태제과식품㈜ 청주공장/충북 청주시 흥덕구 복대동 100-8,알수없음,"밀가루(밀,미국산),쇼트닝[가공유지(팜올레인유(말레이시아산),팜유(말레이시아산)),채종유(호주산)],기타설탕(백설탕,전분),분말·결정포도당,유청단백분말,조제분(우유),전란분(계란),분말유크림,정제소금,산도조절제,바닐린,유화제(대두),합성착향료(크림향,레몬향,바나나향)",알수없음,"1회 제공량 12개(30g)당 함량 총약 3회 제공량(100g) 열량 165kcal, 탄수화물 19g 6%,당류 9g,단백질 2g 3%,지방 9g 18%, 포화지방 4g 27%,트랜스지방 0g,콜레스테롤 0mg 1%,나트륨 40mg 2% *(%)는 1일 영양소 기준치에 대한 비율임",알수없음,100g,식품,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001144/19830415001144-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001144/19830415001144-2.jpg,알수없음,12804,품목유형: 과자,제품명: 해태웨하스크림미니웨하스 | 카테고리: 과자
과자,19830415001143,해태웨하스딸기미니웨하스,과자,해태제과식품㈜ 청주공장/충청북도 청주시 흥덕구 공단로 48(복대동),알수없음,"밀가루(밀,미국산),쇼트닝[가공유지(팜올레인에스테르화유(말레이시아산),팜에스테르화유(말레이시아산),야자에스테르화유,채종유(호주산)],기타설탕(백설탕,전분),분말·결정포도당,유청단백분말(우유),딸기분말(국산),전란분(계란),정제소금,산도조절제,천연색소(비트레드),유화제(대두),합성착향료(딸기향)",알수없음,"1회 제공량 12개(30g)당 함량 총약 3회 제공량(100g) 열량 165kcal, 탄수화물 19g 6%,당류 9g,단백질 2g 3%,지방 9g 18%, 포화지방 4g 27%,트랜스지방 0g,콜레스테롤 0mg 1%,나트륨 40mg 2% *(%)는 1일 영양소 기준치에 대한 비율임",알수없음,100g,식품,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001143/19830415001143-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001143/19830415001143-2.jpg,알수없음,12805,품목유형: 과자,제품명: 해태웨하스딸기미니웨하스 | 카테고리: 과자
초콜릿 계열,19830415001142,롤리폴리 초코,초콜릿 가공품,해태제과식품㈜청주공장/충청북도 청주시 흥덕구 공단로 48(복대동),알수없음,"준초콜릿[백설탕,가공유지[식물성유지{팜핵경화에스테르화유(말레이시아산),팜핵에스테르화유(말레이시아산)}],조제전지분유(네덜란드산),조제탈지분유,코코아분말],밀가루(미국산),백설탕,분말,결정포도당,당류가공품,땅콩페이스트[땅콩(중국산)],코코아분말1,두류가공품,전란분,정제소금,코코아분말2,유화제,합성향료(바닐라향)","우유,밀,땅콩,대두,계란 함유","총내용량 62g당 295kcal :나트륨 110mg 6%, 탄수화물45g 14%,당류29g 29%, 지방10g 19%, 트랜스지방0g, 포화지방7g 47%, 콜레스테롤 10mg 3%, 단백질 6g 11%,  1일 영양성분 기준치에 대한비율(%)은 2,000kcal기준이므로 개인의 필요 열량에 따라 다를수 있습니다.",8801019311574,62g,식품,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001142/19830415001142-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001142/19830415001142-2.jpg,알수없음,12806,품목유형: 초콜릿·코코아가공품,제품명: 롤리폴리 초코 | 카테고리: 초콜릿 가공품
과자,19830415001141,딸기웨하스,과자,해태제과식품㈜ 청주공장/충북 청주시 흥덕구 복대동 100-8,알수없음,"밀가루(밀,미국산),쇼트닝[가공유지(팜올레인유(말레이시아산),팜유(말레이시아산),채종유(호주산)],기타설탕(백설탕,전분),분말·결정포도당,유청단백분말(미국산),딸기분말(국산),전란분,정제소금,산도조절제,천연색소(코치닐추출색소),유화제(대두),합성착향료(딸기향)",알수없음,"1회 제공량 1봉지(56g)당 함량 총 1회 제공량(56g) 열량 285kcal, 탄수화물 38g 12%,당류 16g,단백질 4g 7%,지방 13g 26%, 포화지방 6g 40%,트랜스지방 0g,콜레스테롤 5mg미만 1%,나트륨 95mg 5% *(%)는 1일 영양소 기준치에 대한 비율임",8801019307096,56g,식품,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001141/19830415001141-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001141/19830415001141-2.jpg,알수없음,12807,품목유형: 과자,제품명: 딸기웨하스 | 카테고리: 과자
과자,19830415001140,크림웨하스,과자,해태제과식품㈜ 청주공장/충청북도 청주시 흥덕구 공단로 48(복대동),알수없음,"밀가루(미국산),쇼트닝[가공유지(팜올레인에스테르화유(말레이시아산),팜에스테르화유(말레이시아산),야자에스테르화유),채종유(호주산,캐나다산)],기타설탕(백설탕,전분),분말·결정포도당,조제분[전지지방밀(팜유(말레이시아산)),혼합가공전지분유(네덜란드산)],유청단백분말,전란분,생크림분말,정제소금,산도조절제,바닐린,유화제,합성착향료(크림향,레몬향,바나나향)","밀,우유,계란,대두 함유","1회 제공량 1봉지(50g) 총 1회 제공량(50g) 1회 제공량당 함량: 열량 255kcal, 탄수화물 34g (10%)·당류 13g, 단백질 3g (5%),지방 12g (24%)·포화지방 6g (40%)·트랜스지방 0g,콜레스테롤 5mg미만 (1%),나트륨 95mg (5%) *%영양성분 기준치:1일 영양성분기준치에 대한 비율",8801019307089,50g,식품,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001140/19830415001140-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001140/19830415001140-2.jpg,알수없음,12808,품목유형: 과자,제품명: 크림웨하스 | 카테고리: 과자
과자,19830415001139,해태신당동장독대를뛰쳐나온떡볶이총각의맛있는프로포즈,과자,해태제과식품㈜청주공장/충청북도 청주시 흥덕구 공단로 48(복대동),알수없음,"밀가루(미국산),갈색설탕,혼합식용유[팜올레인유(말레이시아산)59.98%,해바라기유{외국산(우크라이나,스페인,말레이시아등)}40%,토코페롤(혼합형),물엿,기타가공품[떡볶이맛시즈닝{분말,결정포도당,떡볶이맛베이스(해바라기씨유(외국산(우크라이나,스페인,말레이시아등))),백설탕,떡볶이분말(혼합야채분말(양파(국내산))),정제소금}],쌀가루,고추장,분말,결정포도당,정제소금,파프리카추출색소,산도조절제,천연향신료(파슬리후레이크),합성향료(크렉카향,훈연향),향미증진제","밀,대두,토마토 함유","1회 제공량 약1/8봉지(30g)/총약8회 제공량(230g) 1회 제공량당 함량 : 열량 160kcal,탄수화물19g (6%),당류10g,단백질1g (2%),지방9g (18%), 포화지방2.9g (19%), 트랜스지방 0g, 콜레스테롤0mg (0%), 나트륨 150mg (8%), *( )안의 수치는 1일 영양성분 기준치에 대한 비율임 ",8801019607189,230g,식품,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001139/19830415001139-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001139/19830415001139-2.jpg,유탕처리제품,12809,품목유형: 과자,제품명: 해태신당동장독대를뛰쳐나온떡볶이총각의맛있는프로포즈 | 카테고리: 과자
과자,19830415001137,구운감자,과자,알수없음,해태제과식품㈜/서울특별시 용산구 한강대로 72길 3(남영동),"전분가공품(감자전분,독일,기타전분,설탕),식물성유지(팜올레인유,말레이시아산,팜유,올레오레진,로즈메리),서류가공품(감자분말,텐마크산,전분,설탕,소금,유청분말,마아가린(부분경화유,우유),곡류가공품(밀),쇼트닝,전분,당류가공품2,가당연유,소맥단백,감자향-P(합성착향료(감자향),유당,포도당,감자전분),기타가공품(크림농축분말),향미유,구아검,영양강화제,산도조절제,아스파라기니아제",알수없음,"열량 130kcal, 탄수화물 19g (6%),당류 2g, 단백질 0g (1%),지방 6g (12%),포화지방 2.9g (19%),트랜스지방 0g,콜레스테롤 0mg (0%),나트륨 210mg (11%)",알수없음,27g,식품,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001137/19830415001137-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001137/19830415001137-2.jpg,알수없음,12810,품목유형: 과자,제품명: 구운감자 | 카테고리: 과자
과자,19830415001119,오사쯔,과자,해태제과식품㈜청주공장/충청북도 청주시 흥덕구 공단로 48(복대동),알수없음,"오사쯔파스타(중국산)[밀가루(호주산100%),서류가공품(증숙고구마),기타전분(옥수수전분),서류가공품(고구마분말),백설탕,정제소금,치자황색소,탄산칼슘],혼합식용유[팜올레인유(말레이시아산)59.98%,해바라기유(수입산)40%,토코페롤(혼합형)],복합조미식품[고구마맛시즈닝(분말설탕,정제소금,밀크칼슘,합성착향료(밀크향),옥수수기름,이산화규소,치자황색소)],야자유,합성착향료(고구마향)","밀,우유 함유",알수없음,8801019605642,129g(750kcal),식품,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001119/19830415001119-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1983/19830415001119/19830415001119-2.jpg,유탕처리제품,12811,품목유형: 과자,제품명: 오사쯔 | 카테고리: 과자
시리얼,1983036001691,아몬드 푸레이크,시리얼류,농심켈로그 주식회사/경기도 안성시 공단2로 29(신소현동) (켈로그사로부터 기술도입에 의해 제조),알수없음,"옥수수(인도산),설탕,아몬드12%(미국산),코코넛분말(필리핀산),당밀시럽,맥아엿,볶은쌀가루,정제소금,혼합제제1[분말비타민A,비타민B1염산염,비타민B2,나이아신아미드,비타민B6염산염,비타민C,L-아스코르빈산나트륨,비타민D3,비타민E,엽산,산화아연,환원철],혼합제제2[d-토코페롤(혼합형),글리세린,글리세린지방산에스테르)]",대두 함유,"1회제공량 (40g)당, 열량170kcal 탄수화물31.5g(10%),당류10.6g, 단백질2.4g (4%),지방3.8g (7%), 포화지방 1.6g(11%),트랜스지방 0g,콜레스테롤 0mg (0%),나트륨180mg (9%) ※%영양성분 기준치:1일 영양성분 기준치에 대한 비율",알수없음,630g,식품,http://www.haccp.or.kr/fresh/prdimg/1983/1983036001691/1983036001691-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1983/1983036001691/1983036001691-2.jpg,알수없음,12817,품목유형 또는 제품명: 시리얼·그래놀라,제품명: 아몬드 푸레이크 | 카테고리: 시리얼류
시리얼,198303600166,FROOT RING(후루트링),시리얼류,농심켈로그 주식회사/경기도 안성시 공단2로 29(신소현동) (켈로그사로부터 기술도입에 의해 제조),알수없음,"설탕,옥수수가루33%(인도산),밀가루19%(호주산,미국산),혼합귀리분(호주산),식물성유지(부분경화유),가공소금,홍국적색소,치자청색소,홍화황색소,파프리카색소,심황색소,합성착향료(혼합과일향),혼합제제1[분말 비타민A,비타민B1염산염,비타민B2,나이아신 아미드,비타민B6염산염,비타민C,L-아스코르빈산나트륨,비타민D3,비타민E,엽산,산화아연,환원철],혼합제제2[d-토코페롤(혼합형),글리세린,글리세린지방산에스테르)]","밀,대두 함유","1회제공량 1봉지(30g)당, 열량117kcal 탄수화물26.4g(8%), 당류12g, 단백질1.2g (6%),지방0.7g (1%), 포화지방 0.6g (4%),트랜스지방 0g,콜레스테롤 0mg (0%),나트륨135mg (7%) ※%영양소기준치:1일 영양소기준치에 대한 비율",알수없음,530g,식품,http://www.haccp.or.kr/fresh/prdimg/1983/198303600166/198303600166-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1983/198303600166/198303600166-2.jpg,알수없음,12819,품목유형 또는 제품명: 시리얼·그래놀라,제품명: FROOT RING(후루트링) | 카테고리: 시리얼류
